planet_name,num_stars,controv_flag,orbital_period,planet_semi-major_axis,planet_radius,planet_mass,eccentricity,insolation_flux,equi_temp,spectral_type,stellar_temp,stellar_radius,stellar_mass,distance
HD 134987 b,1,0,258.31,0.82,,514.9,0.243,,,,5750,,1.1,26.1804
HD 134987 c,1,0,5000,5.8,,260,0.12,,,G5 V,5585,1.25,1.1,26.1804
HD 134987 c,1,0,5960,6.62,,297.16956,0.154,,,,5700.78,1.29,1.09,26.1804
HD 135625 b,1,0,4055,5.4,,731.00534,0.16,,,G3 IV/V,,,1.28,56.518
HD 135872 b,1,0,2422.32597,4.172,,1744.56013,0.164,,,,,,1.65,82.4251
HD 136118 b,1,0,1191,2.353,,5244.16872,0.35,,,F7 V,6097,,1.21,51.4359
HD 136118 b,1,0,1187.59765,2.327,,4164.18779,0.344,,,,,,1.18,51.4359
HD 136352 b,1,0,11.57783621,,1.542,,,99.9,806,,5739,1.03,,14.682
HD 136352 b,1,0,11.57779,0.0969,1.482,4.62,0.079,114,911,,5850,1.01,0.91,14.682
HD 136352 b,1,0,11.57797,0.0964,1.664,4.72,0,111.6,905,,5664,1.06,0.87,14.682
HD 136352 b,1,0,11.5824,0.0934,,4.81,0.14,,,G4 V,5664,,0.81,14.682
HD 136352 c,1,0,27.59207175,,2.705,,,31.38,604,,5739,1.03,,14.682
HD 136352 c,1,0,27.59221,0.1721,2.916,11.24,0,35.1,677,,5664,1.06,0.87,14.682
HD 136352 c,1,0,27.5821,0.1666,,10.8,0.04,,,G4 V,5664,,0.81,14.682
HD 136352 c,1,0,27.5909,0.1729,2.608,11.29,0.037,36,682,,5850,1.01,0.91,14.682
HD 136352 d,1,0,107.5983,0.4128,,8.58,0.09,,,G4 V,5664,,0.81,14.682
HD 136352 d,1,0,,,1.621,,,335.61,1092,,5739,1.03,,14.682
HD 136352 d,1,0,107.245,0.425,2.562,8.82,0,5.74,431,,5664,1.06,0.87,14.682
HD 136352 d,1,0,107.63,0.4285,,10.5,0.075,5.8,433,,5850,1.01,0.91,14.682
HD 136418 b,1,0,464.29999,1.29,,680.1562,0.25,,,,4989,3.78,1.48,105.168
HD 136418 b,1,0,464.3,1.32,,635.633,0.255,,,,5071,3.4,1.33,105.168
HD 136925 b,1,0,4540,5.13,,266.97586,0.103,,,,5773.19,1.19,0.88,47.874
HD 13724 c,1,0,142.22895,0.534,,50.85255,0.651,,,,,,1,43.465
HD 137388 b,1,0,330,0.89,,63.566,0.36,,,,5181,0.88,0.68,40.4841
HD 137388 b,1,0,330,0.89,,70.8731,0.36,,,,5240,0.82,0.86,40.4841
HD 137496 b,1,0,1.62116,0.02732,1.31,4.04,0,,2130,G,5799,1.59,1.04,155.317
HD 137496 c,1,0,479.9,1.2163,,2434.5656,0.477,,370,G,5799,1.59,1.04,155.317
HD 13808 b,1,0,14.1815,0.10519,,11.2,0.071,,,K2 V,5035,0.78,0.77,28.2305
HD 13808 c,1,0,53.753,0.2554,,9.96,0.156,,,K2 V,5035,0.78,0.77,28.2305
HD 13908 b,1,0,19.382,0.154,,274.91,0.02,,,F8 V,6255,1.67,1.29,79.5515
HD 13908 c,1,0,931,2.03,,1630.4,0.12,,,F8 V,6255,1.67,1.29,79.5515
HD 13931 b,1,0,4218,5.15,,597,0.02,,,,5829,1.23,1.02,47.3963
HD 13931 b,1,0,4218,5.15,,699.226,0.02,,,,5867,1.25,1.3,47.3963
HD 13931 b,1,0,4449,5.338,,889.91954,0.031,,,G0,5829,,1.02,47.3963
HD 13931 b,1,0,4449,5.323,,607.37009,0.02,,,,5805.45,1.3,1.02,47.3963
HD 13931 b,1,0,4460,,,610.2336,0.033,,,,,,1.02,47.3963
HD 139357 b,1,0,1124.79139,2.949,,6315.56828,0.099,,,,,,2.69,112.09
HD 139357 b,1,0,1128,2.35,,5784.47701,0.102,,,K4 III,4700,,1.35,112.09
HD 139357 b,1,0,1125.7,2.36,,3101.89,0.1,,,,4700,11.47,1.35,112.09
HD 1397 b,1,0,11.53508,,,,,,,,5521,2.34,1.32,79.5702
HD 1397 b,1,0,11.5366,0.1003,11.467,116.64361,0.216,,1519,,5474,2.34,1.26,79.5702
HD 1397 b,1,0,11.535076,,12.216,,,,,,5479.3,2.49,,79.5702
HD 1397 b,1,0,11.53533,0.1097,11.5,131.89945,0.251,356,1228,,5521,2.34,1.32,79.5702
HD 14067 b,1,0,1455,3.4,,2479,0.533,,,G9 III,4815,12.4,2.4,142.024
HD 14067 b,1,0,2721.23479,5.236,,5001.66564,0.681,,,,,,2.58,142.024
HD 14067 b,1,0,2744,5.15,,4862.77463,0.65,,,G9 III,4815,12.4,2.4,142.024
HD 14067 b,1,0,2860,5.29,,4735.64326,0.694,,,G9 III,4815,,2.4,142.024
HD 14067 b,1,0,2850,5.3,,2860.3,0.697,,,,4846,10.77,,142.024
HD 140901 b,1,1,9.02378,0.085,,15.57359,0.472,,,,,,0.99,15.2528
HD 140901 c,1,0,14386,11.8,,572.09113,0.77,,,G7 IV,,,1.06,15.2528
HD 140901 c,1,0,7417.50547,7.421,,1997.23371,0.607,,,,,,0.99,15.2528
HD 141004 b,1,0,15.5083,0.1238,,13.63484,0.16,,,,5885.38,1.39,1.05,11.8148
HD 141399 b,1,0,94.375,0.4176,,143.65844,0.053,,,,5594.76,1.39,1.09,37.0169
HD 141399 b,1,0,94.44,0.415,,143.34133,0.04,,,K0,5600,,1.07,37.0169
HD 141399 b,1,0,94.35,0.4225,,146.2018,0.04,,,K0 V,5360,1.46,1.14,37.0169
HD 141399 c,1,0,201.776,0.693,,422.39395,0.0465,,,,5594.76,1.39,1.09,37.0169
HD 141399 c,1,0,202.08,0.7023,,432.2488,0.05,,,K0 V,5360,1.46,1.14,37.0169
HD 141399 c,1,0,201.99,0.689,,422.7139,0.048,,,K0,5600,,1.07,37.0169
HD 141399 d,1,0,1069.8,2.09,,375.0394,0.074,,,K0,5600,,1.07,37.0169
HD 141399 d,1,0,1074.8,2.114,,401.41728,0.044,,,,5594.76,1.39,1.09,37.0169
HD 141399 d,1,0,1070.35,2.1348,,387.7526,0.06,,,K0 V,5360,1.46,1.14,37.0169
HD 141399 e,1,0,3336,4.5,,204.68149,0.047,,,,5594.76,1.39,1.09,37.0169
HD 141399 e,1,0,5000,5,,209.7678,0.26,,,K0,5600,,1.07,37.0169
HD 141399 e,1,0,3717.35,4.8968,,219.3027,0,,,K0 V,5360,1.46,1.14,37.0169
HD 141937 b,1,0,653.22,1.52,,3080,0.41,,,G2/G3 V,5925,,1.1,33.3622
HD 141937 b,1,0,653.21997,1.5,,3079.7727,0.41,,,,5870,1.03,1.09,33.3622
HD 141937 b,1,0,653.22,1.4877,,2960.78,0.41,,,,5879,0.99,1.03,33.3622
HD 142 A d,2,0,108.45299,0.474,,82.63539,0.13,,,,,,1.21,26.1853
HD 142 b,2,0,350.3,1.045,,416.34,0.26,,,,6249,,1.24,26.1853
HD 142 b,2,0,339,1,,327.35,0.37,,,G1 IV,6025,,1.15,26.1853
HD 142 b,2,0,351.43394,1.039,,396.96768,0.158,,,,,,1.21,26.1853
HD 142 b,2,0,349.7,1.02,,397.27,0.17,,,,6245,1.47,1.23,26.1853
HD 142 c,2,0,10159.64279,9.811,,3464.64746,0.277,,,,,,1.21,26.1853
HD 142 c,2,0,6005,6.8,,1684.4,0.21,,,,6245,1.47,1.23,26.1853
HD 142022 A b,2,0,1935,2.939,,1433.40612,0.506,,,G9 IV-V,5499,,0.98,34.2802
HD 142022 A b,2,0,1928,3.03,,1600,0.53,,,K0,5499,,0.99,34.2802
HD 142022 A b,2,0,1928,2.93,,1411.1652,0.53,,,,5421,1.04,0.9,34.2802
HD 142245 b,3,0,1299,2.77,,603.9,0.09,,,,4878,5.2,1.69,97.2305
HD 142245 b,3,0,1299,2.78,,975.7381,0,,,,4922,4.63,3.5,97.2305
HD 142415 b,1,0,386.29999,1.06,,530.7761,0.5,,,,5940,1.04,1.07,35.5318
HD 142415 b,1,0,386.3,1.05,,515,0.5,,,,6045,,1.03,35.5318
HD 143105 b,1,0,2.1974,0.0379,,384.5743,0.07,,,F5,6380,,1.51,46.7789
HD 143361 b,1,0,1086,2,,953.49,0.18,,,G0 V,,,0.95,68.5146
HD 143361 b,1,0,1057,2,,991.588,0.15,,,,,,0.95,68.5146
HD 143361 b,1,0,1040,2.05,,1557.35919,0.198,,,G6 V,,,1.06,68.5146
HD 143361 b,1,0,1046.2,1.98,,1106.0484,0.193,,,G6 V,5505,0.99,0.95,68.5146
HD 143361 b,1,0,1039.15,1.988,,1122.57556,0.197,,,,5507,0.92,0.97,68.5146
HD 143361 b,1,0,1042.4,1.994,,1382.55357,0.1938,,,G6 V,5507,,0.97,68.5146
HD 144899 b,1,0,40.43914,0.242,,20.34102,0.821,,,,,,1.16,115.665
HD 145377 b,1,0,103.95,0.45,,1913.3366,0.31,,,,6014,1.05,1.2,53.4884
HD 145377 b,1,0,103.95,0.45,,1830.624,0.307,,,,6046,1.14,1.12,53.4884
HD 145457 b,1,0,176.3,0.76,,708.7609,0.11,,,,4769,10.52,1.23,135.292
HD 145457 b,1,0,,0.61,,600.7,,,,,,,1,135.292
HD 145457 b,1,0,176.13,0.762,,888.01257,0.111,,,,4757,9.9,1.9,135.292
HD 145457 b,1,0,176.3,0.76,,921.668,0.112,,,,4757,9.9,1.9,135.292
HD 145675 c,1,0,15732.45889,11.924,,1597.08775,0.393,,,,,,0.91,17.9323
HD 145675 c,1,0,25000,16.4,,1843.40476,0.45,,,,5314.94,1,0.97,17.9323
HD 145934 b,1,0,2751.53433,4.89,,658.54046,0.078,,,,,,2.06,227.881
HD 145934 b,1,0,2730,4.6,,724.62,0.053,,,K0,,5.38,1.75,227.881
HD 145934 b,1,0,2790,4.73,,648.36995,0.057,,,,4823.75,6.93,1.81,227.881
HD 1461 b,1,0,5.77267,,,8.1,0.16,,,,5739,1.13,1.03,23.4534
HD 1461 b,1,0,5.7727,0.063438,,7.6,0.14,,,,5765,1.11,1.02,23.4534
HD 1461 b,1,0,5.77152,0.0634,,6.44,0.172,,,G0 V,5765,,1.02,23.4534
HD 1461 b,1,0,5.77142,0.0636,,6.61083,0.062,,,,5695.23,1.15,1.03,23.4534
HD 1461 c,1,0,13.504,0.1121,,7.05579,0.11,,,,5695.23,1.15,1.03,23.4534
HD 1461 c,1,0,13.5052,0.1117,,5.59,0.305,,,G0 V,5765,,1.02,23.4534
HD 147018 b,1,0,44.236,0.2388,,674,0.4686,,,G9 V,5441,,0.93,40.4256
HD 147018 c,1,0,1008,1.922,,2080,0.133,,,G9 V,5441,,0.93,40.4256
HD 147379 b,2,0,86.592,0.3315,,30.82936,0.1,,,,4126.06,0.63,0.65,10.7643
HD 147379 b,2,0,86.54,0.3193,,24.7,0.01,,,M0.0 V,4090,0.57,0.58,10.7643
HD 147379 b,2,0,86.58,,,21.6,0.063,,,M0.0 V,4090,,0.58,10.7643
HD 147379 b,2,0,86.78,0.323,,28.55,0.07,,,M1,4156,,0.6,10.7643
HD 147513 b,2,0,528.4,1.32,,385,0.26,,,,5883,,1.11,12.9032
HD 14787 b,1,0,676.6,1.7,,356.28743,0.155,,,,4946,5.01,1.43,119.137
HD 147873 b,2,0,116.596,0.522,,1633.6462,0.207,,,G1 V,5972,2.29,1.38,109.055
HD 147873 c,2,0,491.54,1.36,,731.009,0.23,,,G1 V,5972,2.29,1.38,109.055
HD 148156 b,1,0,1027,2.45,,270.144,0.52,,,,6308,1.21,1.22,57.1289
HD 148164 b,1,0,328.55,0.993,,390.9309,0.587,,,F8,6032,1.34,1.21,77.1971
HD 148164 c,1,0,5062,6.15,,1640.0028,0.125,,,F8,6032,1.34,1.21,77.1971
HD 148427 b,1,0,331.5,1.04,,413.179,0.16,,,,5025,3.86,1.64,71.3499
HD 148427 b,1,0,331.5,0.93,,310,0.16,,,,5052,3.22,1.45,71.3499
HD 149026 b,1,0,2.8766,0.042,8.127,114.8,0,,,G0 IV,6147,1.45,1.3,75.8643
HD 149026 b,1,0,,,,102.97692,0.0028,,,,,,1.34,75.8643
HD 149026 b,1,0,2.8758916,0.04364,9.09,102.34126,0.013,,,,6160,1.53,1.34,75.8643
HD 149026 b,1,0,2.8758911,,9.113,116.957,,,,,6160,1.54,1.34,75.8643
HD 149026 b,1,0,2.8758911,0.04288,6.837,113.14748,,,1626,,6147,1.29,1.27,75.8643
HD 149026 b,1,0,,,,,,,,,,,,75.8643
HD 149026 b,1,0,2.87588874,,,,,,,,6160,,,75.8643
HD 149026 b,1,0,2.87589,,8.295,120.7754,0,,,,6179,1.41,1.42,75.8643
HD 149026 b,1,0,2.87589027,,8.288,,,1529.98,1595,,6084,1.46,,75.8643
HD 149026 b,1,0,2.8758911,0.0432,,103.61258,0.051,,,G0,6084,1.5,1.3,75.8643
HD 149026 b,1,0,2.8758885,,,,,,,,6160,1.37,1.29,75.8643
HD 149026 b,1,0,2.87598,0.04313,7.331,114.10097,,,1634,,6160,1.37,1.29,75.8643
HD 149143 b,1,0,4.07182,0.053,,422.7139,0.0167,,,G0,5856,1.44,1.2,73.2801
HD 149143 b,1,0,4.072,0.053,,422.7,0.016,,,,5884,1.49,1.21,73.2801
HD 149143 b,1,0,4.088,0.052,,432.2488,0.08,,,G0,5730,,1.1,73.2801
HD 149143 b,1,0,4.072,0.05,,537.1327,0.02,,,,6013,1.63,1.73,73.2801
HD 149806 b,1,0,16521.52778,12.404,,4003.68444,0.357,,,,,,0.93,20.2727
HD 150010 b,1,0,562,1.4,,762.78818,0.2,,,K2 III,4153,16.2,1.3,144.49
HD 1502 b,1,0,428.5,1.262,,874.0325,0.031,,,,4947,4.67,1.46,190.953
HD 1502 b,1,0,431.8,1.31,,985.2,0.101,,,,5049,4.5,1.61,190.953
HD 150706 b,1,0,5894,6.7,,861.28,0.38,,,G0 V,5961,0.96,1.17,28.2697
HD 150706 b,1,0,13100,11.5,,772.32303,0.787,,,G0 V,5961,,1.17,28.2697
HD 151450 b,1,0,21.89288,0.16,,38.45724,0.496,,,,,,1.14,43.6002
HD 151450 c,1,0,18144.76236,14.131,,1636.18064,0.138,,,,,,1.14,43.6002
HD 152079 b,1,0,2918.92,4.187,,845.74563,0.532,,,,5907,1.13,1.15,87.8888
HD 152079 b,1,0,2097,3.2,,953.45,0.6,,,G6 V,,,1.02,87.8888
HD 152079 b,1,0,2899,3.98,,692.8694,0.52,,,G6 V,5726,1.15,1.1,87.8888
HD 152581 b,1,0,686.5,1.66,,594.02427,0.04,,,,5027,5.14,1.3,165.76
HD 152581 b,1,0,689,1.49,,724.6524,0,,,,5095,4.8,1.72,165.76
HD 152581 b,1,0,689,1.48,,476.7,0.074,,,,5155,4.8,0.93,165.76
HD 152843 b,1,0,11.6207544,,3.208,,,239.28,1003,,6329,1.4,,107.898
HD 152843 b,1,0,11.6264,0.1053,3.41,11.56,0.14,255.7,,G0,6310,1.43,1.15,107.898
HD 152843 c,1,0,24.38,,5.83,27.5,0.115,,,G0,6310,1.43,1.15,107.898
HD 152843 c,1,0,,,4.184,,,0.97,253,,6329,1.4,,107.898
HD 15337 b,1,0,4.75642,0.05245,1.699,7.2,0.17,,1006,,5131,0.84,0.85,44.8155
HD 15337 b,1,0,4.75615,0.0522,1.64,7.51,0.09,,1001,K1 V,5125,0.86,0.9,44.8155
HD 15337 b,1,0,4.75597368,,1.725,,,161.73,910,,5175.2,0.84,,44.8155
HD 15337 c,1,0,17.1784,0.1235,2.522,8.79,0.19,,656,,5131,0.84,0.85,44.8155
HD 15337 c,1,0,17.18072136,,2.195,,,29.18,593,,5175.2,0.84,,44.8155
HD 15337 c,1,0,17.1784,0.1268,2.39,8.11,0.05,,642,K1 V,5125,0.86,0.9,44.8155
HD 153557 b,1,0,7.29903,0.068,,20.34102,0.065,,,,,,0.79,17.9412
HD 153557 c,1,0,15.27018,0.111,,17.48056,0.511,,,,,,0.79,17.9412
HD 153557 d,1,0,40654.64809,21.449,,8725.66109,0.152,,,,,,0.79,17.9412
HD 153950 b,1,0,499.4,1.28,,867.639,0.34,,,,6076,1.34,1.12,48.4549
HD 153950 b,1,0,499.39999,1.28,,937.5985,0.34,,,,6124,1.28,1.25,48.4549
HD 154088 b,1,0,18.56,0.134,,6.6,0.344,,,K0 IV-V,5374,,0.91,18.2692
HD 154345 b,1,0,3267,,,365.5045,0.038,,,,,,0.89,18.284
HD 154345 b,1,0,3340,4.2,,378.2158,0.157,,,G9,5468,,0.88,18.284
HD 154345 b,1,0,3420,4.272,,287.63471,0.038,,,,5490.62,0.87,0.89,18.284
HD 154345 b,1,0,3538,4.3,,317.8,0.26,,,,5455,0.87,0.95,18.284
HD 154345 b,1,0,3341.55884,4.21,,260.6206,0.04,,,,5468,0.85,0.71,18.284
HD 154345 b,1,0,3342,4.19,,300.972,0.044,,,,,,0.88,18.284
HD 154391 b,1,0,5163,7.46,,2892.2385,0.2,,,K1 III,4909,8.56,2.07,100.947
HD 154672 b,1,0,163.967,0.59,,1503.3359,0.6,,,G3 IV,5655,1.44,1.08,63.0484
HD 154672 b,1,0,163.94,0.6,,1706.7471,0.61,,,,5743,1.32,1.18,63.0484
HD 154672 b,1,0,163.9,0.6,,1600,0.61,,,,5743,1.36,1.03,63.0484
HD 154857 b,1,0,408.60001,1.29,,778.6835,0.46,,,,5589,2.3,1.96,63.4482
HD 154857 b,1,0,409,1.2,,570,0.47,,,,5604.56,2.27,0.99,63.4482
HD 154857 b,1,0,408.6,1.291,,711.91,0.46,,,G5 V,5605,1.76,1.72,63.4482
HD 154857 c,1,0,3452,5.36,,819.97,0.06,,,G5 V,5605,1.76,1.72,63.4482
HD 155193 b,1,0,352.65,1.04,,238.37131,0.21,,,F8 IV,6239,,1.22,57.7995
HD 155358 b,1,0,194.3,0.64,,270,0.17,,,G0,5900,,0.92,43.6197
HD 155358 b,1,0,194.3,0.63,,314.6517,0.17,,,,5905,1.38,1.15,43.6197
HD 155358 c,1,0,391.9,1.02,,261,0.16,,,G0,5900,,0.92,43.6197
HD 155918 b,1,0,1.87567,0.03,,7.62788,0.194,,,,,,1.03,27.561
HD 155918 c,1,0,17202.19446,13.183,,1878.04806,0.071,,,,,,1.03,27.561
HD 156098 b,1,0,21.85849,0.167,,15.89142,0.109,,,,,,1.29,48.249
HD 156098 c,1,0,7841.5839,8.415,,1661.60691,0.391,,,,,,1.29,48.249
HD 156279 b,1,0,133.4031,0.5041,,3019.36987,0.64779,,,,5458.24,0.97,0.96,36.1945
HD 156279 b,1,0,133.40355,0.502,,2997.75753,0.647,,,,,,0.94,36.1945
HD 156279 b,1,0,131.05,0.49,,3140.1604,0.71,,,,5453,0.95,0.95,36.1945
HD 156279 b,1,0,131.05,0.495,,3086,0.708,,,G6,5453,,0.93,36.1945
HD 156279 c,1,0,4191,,,2733.338,0.231,,,,,,0.93,36.1945
HD 156279 c,1,0,4758,5.461,,3003.47845,0.2597,,,,5458.24,0.97,0.96,36.1945
HD 156279 c,1,0,4818.25358,5.486,,3098.82697,0.261,,,,,,0.94,36.1945
HD 156411 b,1,0,842.2,1.88,,235.18,0.22,,,F8 IV/V,5900,2.16,1.25,56.8655
HD 156668 b,1,0,4.6455,0.05,,4.15,0,,,,4850,0.72,0.77,24.3323
HD 156668 b,1,0,4.6426,,,4.15,0.22,,,,4849.92,0.76,0.79,24.3323
HD 156668 b,1,0,4.64275,0.05024,,5.02169,0.235,,,,4903.69,0.77,0.79,24.3323
HD 156668 c,1,0,811.3,1.57,,31.4968,0.089,,,,4903.69,0.77,0.79,24.3323
HD 156846 b,2,0,359.51,0.993,,3321.3235,0.8472,,,G0 V,6138,,1.43,47.7332
HD 156846 b,2,0,359.5546,1.096,,3359.32,0.84785,,,,5969,2.12,1.35,47.7332
HD 156846 b,2,0,359.51001,1.12,,3391.2461,0.85,,,,6090,1.9,1.38,47.7332
HD 158038 b,1,0,521,1.5,,486.2799,0.29,,,,4860,4.5,1.3,94.8625
HD 158038 b,1,0,521,1.52,,572.1,0.291,,,,4897,4.8,1.65,94.8625
HD 158259 b,1,0,2.1779465,,1.285,,,802.73,1482,,5801.89,1.26,,27.0498
HD 158259 b,1,0,2.178,,,2.22,,,,G0,,1.21,1.08,27.0498
HD 158259 c,1,0,3.432,,,5.6,,,,G0,,1.21,1.08,27.0498
HD 158259 d,1,0,5.1980814,,,5.41,,,,G0,,1.21,1.08,27.0498
HD 158259 e,1,0,7.951,,,6.08,,,,G0,,1.21,1.08,27.0498
HD 158259 f,1,0,12.028,,,6.14,,,,G0,,1.21,1.08,27.0498
HD 158996 b,1,0,820.2,2.1,,4449.62,0.13,,,K5 III,4069,50.3,1.8,283.659
HD 15906 b,1,0,10.924709,0.09,2.24,,0.11,33.14,668,K V,4757,0.76,0.79,45.5621
HD 15906 b,1,0,10.9245478,,1.902,,,35.24,621,,4884,0.74,,45.5621
HD 15906 c,1,0,21.583298,0.141,2.93,,0.04,13.37,532,K V,4757,0.76,0.79,45.5621
HD 159243 b,1,0,12.62,0.11,,359.13,0.02,,,G0 V,6123,1.12,1.12,73.3055
HD 159243 c,1,0,248.4,0.8,,603.9,0.075,,,G0 V,6123,1.12,1.12,73.3055
HD 159868 b,1,0,1178.40002,2.3,,797.7533,0.01,,,,5566,1.97,1.42,55.8503
HD 159868 b,1,0,1184.1,2.32,,704.94694,0.024,,,,5534,2.13,1.19,55.8503
HD 159868 b,1,0,986,2,,540.288,0.69,,,,5534,2.06,0.97,55.8503
HD 159868 b,1,0,1178.4,2.25,,667.41,0.01,,,G5 V,5558,,1.09,55.8503
HD 159868 c,1,0,352.3,1,,232.01,0.15,,,G5 V,5558,,1.09,55.8503
HD 159868 c,1,0,351,1.032,,244.09344,0.184,,,,5534,2.13,1.19,55.8503
HD 1605 b,1,0,577.9,1.48,,310,0.078,,,K1 IV,4757,3.8,1.31,88.8047
HD 1605 b,1,0,577.90002,1.49,,368.6828,0.08,,,,4757,4.33,1.72,88.8047
HD 1605 b,1,0,577.2,1.492,,296.85322,0.095,,,K1 IV,4915,3.49,1.33,88.8047
HD 1605 c,1,0,2149,3.584,,1150.5446,0.099,,,K1 IV,4915,3.49,1.33,88.8047
HD 1605 c,1,0,2111,3.52,,1110,0.098,,,K1 IV,4757,3.8,1.31,88.8047
HD 160691 b,1,0,646.485,1.535,,532.978,0.0001,,,,5771.56,1.38,1.03,15.5981
HD 160691 b,1,0,637,1.5,,540.311,0.31,,,,,,1.08,15.5981
HD 160691 b,1,0,645.5,1.5,,530.75,0.2,,,,5807,,1.08,15.5981
HD 160691 b,1,0,643.25,1.497,,532.68308,0.128,,,,,,1.08,15.5981
HD 160691 b,1,0,645,,,1366.66215,,,,G3 IV-V,5773,1.33,1.13,15.5981
HD 160691 b,1,0,743,1.65,,626.1251,0.62,,,G5 V,,,1.08,15.5981
HD 160691 c,1,0,4472.967,5.543,,770.07,0.027,,,,5771.56,1.38,1.03,15.5981
HD 160691 c,1,0,4205.8,5.235,,576.519,0.0985,,,,,,1.08,15.5981
HD 160691 c,1,0,2986,4.17,,985.23,0.57,,,,5807,,1.08,15.5981
HD 160691 c,1,0,3947,,,1398.44499,,,,G3 IV-V,5773,1.33,1.13,15.5981
HD 160691 d,1,0,9.6369,0.09286,,10.17,0.184,,,,5771.56,1.38,1.03,15.5981
HD 160691 d,1,0,9.6392,,,,,,,G3 IV-V,5773,1.33,1.13,15.5981
HD 160691 d,1,0,9.55,0.09,,14,0,,900,,5813,,1.1,15.5981
HD 160691 d,1,0,9.6386,0.09094,,10.5547,0.172,,,,,,1.08,15.5981
HD 160691 e,1,0,307.475,0.934,,152.552,0.079,,,,5771.56,1.38,1.03,15.5981
HD 160691 e,1,0,310.55,0.921,,165.8685,0.0666,,,,,,1.08,15.5981
HD 160691 e,1,0,307.9,,,2224.79885,,,,G3 IV-V,5773,1.33,1.13,15.5981
HD 161178 b,1,0,279.3,0.85,,181.16219,0.044,,,G9 III,4786,10.95,1.06,107.188
HD 16141 b,2,0,75.523,0.363,,82.6,0.252,,,,5794,,1.12,37.7861
HD 16141 b,2,0,75.455,0.3609,,79.4571,0.195,,,,5771.02,1.55,1.1,37.7861
HD 16141 b,2,0,75.523,0.36,,82.6358,0.25,,,,5757,1.48,1.11,37.7861
HD 16175 b,1,0,990,2.12,,1620.933,0.6,,,,5981,1.72,1.63,59.859
HD 16175 b,1,0,990,2.1,,1398,0.59,,,,6080,1.68,1.29,59.859
HD 16175 b,1,0,981.1,2.13,,1875.1876,0.675,,,G2,6022,,1.34,59.859
HD 16175 b,1,0,995.4,2.148,,1516.0491,0.637,,,G0,6022,,1.34,59.859
HD 162020 b,1,0,8.4282,0.08,,3127.4472,0.28,,,,4723,0.75,0.42,30.8248
HD 162020 b,1,0,8.428198,0.074,,4580,0.277,,650,K3 V,4830,,0.75,30.8248
HD 163607 b,1,0,75.195,0.362,,251.0857,0.744,,,G5,5522,1.76,1.12,67.7855
HD 163607 b,1,0,75.2203,0.362,,249.05159,0.7441,,,,5522,1.76,1.12,67.7855
HD 163607 b,1,0,75.29,0.36,,244.72,0.73,,,G5 IV,5543,1.63,1.09,67.7855
HD 163607 c,1,0,1267.4,2.38,,686.5128,0.076,,,G5,5522,1.76,1.12,67.7855
HD 163607 c,1,0,1314,2.42,,727.8,0.12,,,G5 IV,5543,1.63,1.09,67.7855
HD 163607 c,1,0,1272,2.39,,699.54383,0.08,,,,5522,1.76,1.12,67.7855
HD 16417 b,2,0,17.24,0.14,,22.1,0.2,,,G1 V,,,1.2,25.3936
HD 164509 b,2,0,282.4,0.875,,152.55,0.26,,,G5 V,5922,1.06,1.13,53.1119
HD 164509 b,2,0,280.17,0.87,,140.79869,0.238,,,G5,5859,1.11,1.12,53.1119
HD 164595 b,2,0,40,0.23,,16.14,0.088,,,G2 V,5790,,0.99,28.254
HD 164604 b,1,0,641.472,1.331,,635,0.35,,,K3.5 V,4684,,0.77,39.3633
HD 164604 b,1,0,606.4,1.3,,858.105,0.24,,,K2 V,,,0.8,39.3633
HD 164922 b,1,0,1198.5,2.149,,109.33297,0.065,,,,5393.43,1,0.92,22.0016
HD 164922 b,1,0,1207,2.16,,116,0.08,,,,5390,0.95,0.93,22.0016
HD 164922 b,1,0,1201.1,2.115,,107.6,0.126,0.16,159,G9 V,5293,1,0.87,22.0016
HD 164922 b,1,0,1155,2.1,,98.5273,0.05,,,,5372,0.97,0.76,22.0016
HD 164922 b,1,0,1155,2.11,,114.414,0.05,,,,5385,,0.94,22.0016
HD 164922 c,1,0,75.765,0.3351,,12.9,0.22,6.29,400,G9 V,5293,1,0.87,22.0016
HD 164922 c,1,0,75.74,0.341,,13,0.12,,,,5390,0.95,0.93,22.0016
HD 164922 c,1,0,75.817,0.3411,,14.33406,0.096,,,,5393.43,1,0.92,22.0016
HD 164922 d,1,0,12.4584,0.1023,,4.73564,0.18,,,,5393.43,1,0.92,22.0016
HD 164922 d,1,0,12.458,0.103,,4,0.12,,,,5390,0.95,0.93,22.0016
HD 164922 e,1,0,41.763,0.2292,,10.52012,0.086,,,,5393.43,1,0.92,22.0016
HD 165131 b,1,0,2343,3.59,,6038.73973,0.672,,,G3/5 V,,,1.1,57.4263
HD 165131 b,1,0,2342.6,3.54,,5943.39121,0.6708,,,G3/5 V,5870,,1.06,57.4263
HD 165155 b,1,0,434.5,1.13,,918.5287,0.2,,,G8 V,5426,0.95,1.02,63.3574
HD 1666 b,1,0,270,0.94,,2040,0.63,,,F7 V,6317,1.93,1.5,117.908
HD 166724 b,1,0,4750,5.17,,1207.74795,0.729,,,K0 IV/V,5127,,0.81,45.1342
HD 166724 b,1,0,5144,5.42,,1121.89,0.734,,,K0 IV-V,5127,,0.81,45.1342
HD 167042 b,1,0,418.17,1.304,,505.34717,0.092,,,,4926.09,4.9,1.69,49.6633
