pl_name,hostname,default_flag,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim
TIC 279401253 b,TIC 279401253,1,2023,Transiting Exoplanet Survey Satellite (TESS),76.80000000,0.06000000,-0.06000000,0,0.369000,0.003000,-0.003000,0,11.209,0.448,-0.448,0,1951.46642,123.95308,-133.48793,0,0.448000,0.029000,-0.028000,0,,,,,,,,,,5951.00,80.00,-80.00,0,1.06,0.01,-0.01,0,1.13,0.02,-0.03,0,0.200,0.050,-0.050,0,[Fe/H],4.44,0.01,-0.01,0
TOI-1052 b,TOI-1052,0,2023,Transiting Exoplanet Survey Satellite (TESS),9.13980397,0.00011088,-0.00011088,0,,,,,3.063,2.818,-2.818,0,,,,,,,,,243.01,,,0,1007,,,0,,5958.20,76.00,-76.00,0,1.58,0.17,-0.17,0,,,,,,,,,,4.34,0.12,-0.12,0
TOI-1052 b,TOI-1052,1,2023,Transiting Exoplanet Survey Satellite (TESS),9.13970300,0.00019000,-0.00019700,0,0.091030,0.000620,-0.000630,0,2.870,0.290,-0.240,0,16.90000,1.70000,-1.70000,0,0.180000,0.090000,-0.071000,0,246.00,13.00,-13.00,0,1135,,,0,,6146.00,62.00,-62.00,0,1.26,0.03,-0.03,0,1.20,0.03,-0.03,0,0.140,0.013,-0.013,0,[Fe/H],4.30,0.02,-0.02,0
TOI-1194 b,TOI-1194,0,2023,Transiting Exoplanet Survey Satellite (TESS),2.31064440,0.00000070,-0.00000070,0,,,,,8.886,0.501,-0.501,0,,,,,,,,,234.54,,,0,1090,,,0,,5339.90,155.20,-155.20,0,0.99,0.06,-0.06,0,,,,,,,,,,4.41,0.09,-0.09,0
TOI-1194 b,TOI-1194,1,2023,Transiting Exoplanet Survey Satellite (TESS),2.31064400,0.00000100,-0.00000100,0,0.034280,0.000550,-0.000550,0,8.597,0.504,-0.460,0,144.92975,17.48056,-16.20925,0,0.076000,0.032000,-0.043000,0,,,,,1391,38,-37,0,,5446.00,51.00,-48.00,0,0.96,0.06,-0.05,0,1.01,0.05,-0.05,0,0.290,0.078,-0.078,0,[Fe/H],4.47,0.04,-0.04,0
TOI-1221 b,TOI-1221,0,2023,Transiting Exoplanet Survey Satellite (TESS),91.68143360,0.00198860,-0.00198860,0,,,,,3.117,0.227,-0.227,0,,,,,,,,,5.99,,,0,399,,,0,,5802.00,190.00,-190.00,0,1.02,0.05,-0.05,0,,,,,,,,,,4.45,0.31,-0.31,0
TOI-1221 b,TOI-1221,1,2023,Transiting Exoplanet Survey Satellite (TESS),91.68278000,0.00032000,-0.00041000,0,0.387000,0.026000,-0.023000,0,2.910,0.130,-0.120,0,1112.39942,,,1,0.210000,,,1,6.06,0.85,-0.77,0,440,60,-60,0,,5592.00,50.00,-50.00,0,1.03,0.02,-0.02,0,0.93,0.22,-0.22,0,0.060,0.080,-0.080,0,[Fe/H],4.38,0.10,-0.10,0
TOI-139 b,TOI-139,0,2023,Transiting Exoplanet Survey Satellite (TESS),11.07080373,0.00004537,-0.00004537,0,,,,,3.079,0.309,-0.309,0,,,,,,,,,22.42,,,0,555,,,0,,4356.00,173.00,-173.00,0,0.70,0.06,-0.06,0,,,,,,,,,,4.53,0.36,-0.36,0
TOI-139 b,TOI-139,1,2023,Transiting Exoplanet Survey Satellite (TESS),11.07085000,0.00002400,-0.00003000,0,,,,,2.457,0.212,-0.124,0,,,,,,,,,,,,,561,,,0,,4570.00,50.00,-50.00,0,0.70,0.06,-0.06,0,0.69,0.09,-0.09,0,-0.238,0.080,-0.080,0,[m/H],4.71,0.10,-0.10,0
TOI-1408 b,TOI-1408,1,2023,Transiting Exoplanet Survey Satellite (TESS),4.42471100,0.00000160,-0.00000160,0,0.058040,0.000200,-0.000200,0,16.813,,,0,537.13001,63.56568,-63.56568,0,0.259000,0.026000,-0.026000,0,,,,,,,,,,6306.00,32.00,-32.00,0,1.27,0.01,-0.01,0,1.33,0.01,-0.01,0,7.790,0.120,-0.120,0,[Fe/H],4.35,0.01,-0.01,0
TOI-1408 b,TOI-1408,0,2023,Transiting Exoplanet Survey Satellite (TESS),4.42471320,0.00000250,-0.00000250,0,,,,,7.850,0.619,-0.619,0,,,,,,,,,173.88,,,0,1011,,,0,,6594.00,709.20,-709.20,0,1.49,0.11,-0.11,0,,,,,,,,,,4.23,0.16,-0.16,0
TOI-1416 b,TOI-1416,1,2023,Transiting Exoplanet Survey Satellite (TESS),1.06975680,0.00000280,-0.00000280,0,0.019000,0.000300,-0.000300,0,1.620,0.080,-0.080,0,3.48000,0.47000,-0.47000,0,0.000000,,,0,883.00,96.00,-96.00,0,1517,39,-39,0,G9 V,4884.00,70.00,-70.00,0,0.79,0.04,-0.03,0,0.80,0.04,-0.04,0,0.080,0.050,-0.050,0,[Fe/H],4.52,0.05,-0.05,0
TOI-1416 b,TOI-1416,0,2023,Transiting Exoplanet Survey Satellite (TESS),1.06976110,0.00000370,-0.00000370,0,,,,,1.509,0.116,-0.116,0,,,,,,,,,765.76,,,0,1465,,,0,,4946.00,128.62,-128.62,0,0.80,0.05,-0.05,0,,,,,,,,,,4.54,0.09,-0.09,0
TOI-1420 b,TOI-1420,1,2023,Transiting Exoplanet Survey Satellite (TESS),6.95610630,0.00000170,-0.00000170,0,0.071000,0.001200,-0.001200,0,11.890,0.330,-0.330,0,25.10000,3.80000,-3.80000,0,0.170000,,,1,139.00,10.00,-10.00,0,957,17,-17,0,,5510.00,110.00,-110.00,0,0.92,0.02,-0.02,0,0.99,0.05,-0.05,0,0.280,0.074,-0.074,0,[Fe/H],4.50,0.03,-0.03,0
TOI-1420 b,TOI-1420,0,2023,Transiting Exoplanet Survey Satellite (TESS),6.95611337,0.00001528,-0.00001528,0,,,,,12.091,0.698,-0.698,0,,,,,,,,,136.96,,,0,872,,,0,,5387.00,136.58,-136.58,0,0.94,0.05,-0.05,0,,,,,,,,,,4.46,0.09,-0.09,0
TOI-1470 b,TOI-1470,1,2023,Transiting Exoplanet Survey Satellite (TESS),2.52709300,0.00000400,-0.00000300,0,0.028500,0.000400,-0.000400,0,2.180,0.040,-0.040,0,7.32000,1.21000,-1.24000,0,0.300000,,,1,46.30,1.50,-1.40,0,734,,,0,M1.5 V,3709.00,11.00,-11.00,0,0.47,0.00,0.00,0,0.47,0.01,-0.01,0,0.000,0.030,-0.030,0,[Fe/H],4.77,0.02,-0.02,0
TOI-1470 b,TOI-1470,0,2023,Transiting Exoplanet Survey Satellite (TESS),2.52728224,0.00038590,-0.00038590,0,,,,,2.201,1.123,-1.123,0,,,,,,,,,45.36,,,0,662,,,0,,3624.00,157.00,-157.00,0,0.49,0.01,-0.01,0,,,,,,,,,,4.75,0.01,-0.01,0
TOI-1470 c,TOI-1470,1,2023,Transiting Exoplanet Survey Satellite (TESS),18.08816000,0.00006000,-0.00008000,0,0.106000,0.001000,-0.001000,0,2.470,0.020,-0.020,0,7.24000,2.87000,-2.77000,0,0.500000,,,1,3.35,0.30,-0.20,0,373,,,0,M1.5 V,3709.00,11.00,-11.00,0,0.47,0.00,0.00,0,0.47,0.01,-0.01,0,0.000,0.030,-0.030,0,[Fe/H],4.77,0.02,-0.02,0
TOI-1680 b,TOI-1680,0,2023,Transiting Exoplanet Survey Satellite (TESS),4.80265608,0.00000532,-0.00000532,0,,,,,1.420,0.301,-0.301,0,,,,,,,,,4.45,,,0,370,,,0,,3231.00,157.00,-157.00,0,0.21,0.01,-0.01,0,,,,,,,,,,5.04,0.02,-0.02,0
TOI-1680 b,TOI-1680,1,2023,Transiting Exoplanet Survey Satellite (TESS),4.80263450,0.00000400,-0.00000390,0,0.031440,0.000250,-0.000260,0,1.466,0.063,-0.049,0,,,,,,,,,4.41,0.62,-0.55,0,404,14,-14,0,M4.5+/-0.5,3225.00,99.00,-100.00,0,0.21,0.01,0.00,0,0.18,0.00,0.00,0,0.040,0.200,-0.200,0,[Fe/H],5.05,0.03,-0.02,0
TOI-1694 b,TOI-1694,0,2023,Transiting Exoplanet Survey Satellite (TESS),3.77017900,0.00005800,-0.00006000,0,,,,,5.458,0.468,-0.792,0,,,,,,,,,,,,,1137,,,0,,5135.00,50.00,-50.00,0,0.82,0.05,-0.05,0,0.84,0.11,-0.11,0,0.060,0.080,-0.080,0,[m/H],4.66,0.10,-0.10,0
TOI-1694 b,TOI-1694,1,2023,Transiting Exoplanet Survey Satellite (TESS),3.77015000,0.00010000,-0.00010000,0,,,,,5.440,0.180,-0.180,0,26.10000,2.20000,-2.20000,0,0.000000,,,0,,,,,,,,,,5066.40,100.00,-100.00,0,,,,,0.84,0.03,-0.03,0,0.120,0.060,-0.060,0,[Fe/H],4.53,0.10,-0.10,0
TOI-1694 b,TOI-1694,0,2023,Transiting Exoplanet Survey Satellite (TESS),3.77012961,0.00026957,-0.00026957,0,,,,,5.480,0.462,-0.462,0,,,,,,,,,195.29,,,0,953,,,0,,5058.00,122.08,-122.08,0,0.82,0.05,-0.05,0,,,,,,,,,,4.54,0.09,-0.09,0
TOI-1736 b,TOI-1736,0,2023,Transiting Exoplanet Survey Satellite (TESS),7.07310590,0.00002710,-0.00002710,0,,,,,2.687,0.155,-0.155,0,,,,,,,,,216.17,,,0,1068,,,0,,5656.00,122.56,-122.56,0,1.41,0.07,-0.07,0,,,,,,,,,,4.14,0.08,-0.08,0
TOI-1736 b,TOI-1736,1,2023,Transiting Exoplanet Survey Satellite (TESS),7.07308800,0.00000700,-0.00000700,0,0.074000,0.000900,-0.000900,0,2.440,0.180,-0.180,0,12.80000,1.80000,-1.80000,0,0.210000,,,1,,,,,1076,39,-39,0,,5807.00,46.00,-46.00,0,1.15,0.08,-0.08,0,1.08,0.04,-0.04,0,0.138,0.014,-0.014,0,[Fe/H],4.35,0.04,-0.04,0
TOI-1801 b,TOI-1801,0,2023,Transiting Exoplanet Survey Satellite (TESS),10.64393850,0.00006870,-0.00006870,0,,,,,1.989,0.107,-0.107,0,,,,,,,,,10.73,,,0,504,,,0,,3815.00,157.00,-157.00,0,0.55,0.02,-0.02,0,,,,,,,,,,4.70,0.01,-0.01,0
TOI-1801 b,TOI-1801,1,2023,Transiting Exoplanet Survey Satellite (TESS),10.64387000,0.00005000,-0.00006000,0,,,,,2.079,0.124,-0.110,0,5.73800,1.45500,-1.42800,0,0.000000,,,0,,,,,494,15,-14,0,M0.5+/-0.5 V,3863.00,77.00,-77.00,0,0.55,0.03,-0.02,0,0.56,0.04,-0.04,0,-0.190,0.040,-0.040,0,[Fe/H],4.78,0.05,-0.05,0
TOI-181 b,TOI-181,0,2023,Transiting Exoplanet Survey Satellite (TESS),4.53205017,0.00000299,-0.00000299,0,,,,,7.059,0.525,-0.525,0,,,,,,,,,123.90,,,0,851,,,0,,4983.00,180.00,-180.00,0,0.81,0.06,-0.06,0,,,,,,,,,,4.61,0.32,-0.32,0
TOI-181 b,TOI-181,1,2023,Transiting Exoplanet Survey Satellite (TESS),4.53200000,0.00000200,-0.00000200,0,0.053900,0.004300,-0.003600,0,6.956,0.087,-0.101,0,46.16870,2.71000,-7.83000,0,0.154300,0.060000,-0.030000,0,102.43,15.52,-14.64,0,895,32,-34,0,K,4994.00,50.00,-50.00,0,0.74,0.02,-0.02,0,0.82,0.04,-0.04,0,0.272,0.080,-0.080,0,[m/H],4.61,0.04,-0.04,0
TOI-1811 b,TOI-1811,0,2023,Transiting Exoplanet Survey Satellite (TESS),3.71307010,0.00000180,-0.00000180,0,,,,,11.722,0.818,-0.818,0,,,,,,,,,55.97,,,0,762,,,0,,4719.00,120.38,-120.38,0,0.81,0.06,-0.06,0,,,,,,,,,,4.50,0.09,-0.09,0
TOI-1811 b,TOI-1811,1,2023,Transiting Exoplanet Survey Satellite (TESS),3.71307650,0.00000170,-0.00000170,0,0.043890,0.000580,-0.000550,0,11.142,0.280,-0.258,0,308.92921,24.15496,-24.79062,0,0.052000,0.062000,-0.037000,0,,,,,962,8,-8,0,,4766.00,52.00,-54.00,0,0.77,0.02,-0.02,0,0.82,0.03,-0.03,0,0.306,0.076,-0.077,0,[Fe/H],4.58,0.02,-0.03,0
TOI-1853 b,TOI-1853,0,2023,Transiting Exoplanet Survey Satellite (TESS),1.24362390,0.00000460,-0.00000460,0,,,,,3.893,0.284,-0.284,0,,,,,,,,,435.33,,,0,1272,,,0,,4968.80,107.50,-107.50,0,0.84,0.05,-0.05,0,,,,,,,,,,4.50,0.08,-0.08,0
TOI-1853 b,TOI-1853,1,2023,Transiting Exoplanet Survey Satellite (TESS),1.24362580,0.00000150,-0.00000150,0,0.021300,0.000500,-0.000500,0,3.460,0.080,-0.080,0,73.20000,2.70000,-2.70000,0,0.030000,,,1,,,,,1479,25,-25,0,K2.5 V,4985.00,70.00,-70.00,0,0.81,0.01,-0.01,0,0.84,0.04,-0.04,0,0.110,0.080,-0.080,0,[Fe/H],4.49,0.11,-0.11,0
TOI-1859 b,TOI-1859,1,2023,Transiting Exoplanet Survey Satellite (TESS),63.48347000,0.00010000,-0.00010000,0,0.337000,0.044000,-0.036000,0,9.752,0.785,-0.785,0,,,,,0.570000,0.120000,-0.160000,0,,,,,,,,,,6341.00,68.00,-70.00,0,1.36,0.10,-0.12,0,1.29,0.06,-0.06,0,0.120,0.054,-0.056,0,[M/H],4.29,0.07,-0.07,0
TOI-1859 b,TOI-1859,0,2023,Transiting Exoplanet Survey Satellite (TESS),63.48387060,0.00018740,-0.00018740,0,,,,,11.130,0.557,-0.557,0,,,,,,,,,11.99,,,0,518,,,0,,6415.00,131.30,-131.30,0,1.40,0.06,-0.06,0,,,,,,,,,,4.26,0.09,-0.09,0
TOI-1937 A b,TOI-1937 A,0,2023,Transiting Exoplanet Survey Satellite (TESS),0.94667870,0.00000050,-0.00000050,0,,,,,14.666,0.836,-0.836,0,,,,,,,,,1220.35,,,0,1646,,,0,,5707.00,135.90,-135.90,0,1.07,0.05,-0.05,0,,,,,,,,,,4.39,0.08,-0.08,0
TOI-1937 A b,TOI-1937 A,1,2023,Transiting Exoplanet Survey Satellite (TESS),0.94667944,0.00000047,-0.00000047,0,0.019320,0.000350,-0.000390,0,13.978,0.661,-0.695,0,638.83510,54.03083,-50.85255,0,0.000000,,,0,3230.00,220.00,-213.00,0,2097,35,-36,0,,5814.00,91.00,-93.00,0,1.08,0.03,-0.02,0,1.07,0.06,-0.06,0,0.196,0.084,-0.084,0,[Fe/H],4.40,0.03,-0.03,0
TOI-198 b,TOI-198,1,2023,Transiting Exoplanet Survey Satellite (TESS),10.21520000,0.00006000,-0.00006000,0,0.100000,0.006000,-0.006000,0,1.440,0.080,-0.080,0,,,,,,,,,,,,,368,26,-26,0,M0 V,3650.00,75.00,-75.00,0,0.44,0.02,-0.02,0,0.47,0.02,-0.02,0,-0.700,0.500,-0.500,0,[Fe/H],4.75,0.25,-0.25,0
TOI-198 b,TOI-198,0,2023,Transiting Exoplanet Survey Satellite (TESS),10.21501679,0.00005244,-0.00005244,0,,,,,1.478,0.584,-0.584,0,,,,,,,,,7.42,,,0,421,,,0,,3763.00,65.00,-65.00,0,0.45,0.01,-0.01,0,,,,,,,,,,4.84,0.12,-0.12,0
TOI-199 b,TOI-199,1,2023,Transiting Exoplanet Survey Satellite (TESS),104.85400000,0.00100000,-0.00200000,0,0.425400,0.002000,-0.002000,0,9.079,0.056,-0.056,0,54.03083,6.35657,-6.35657,0,0.090000,0.010000,-0.020000,0,,,,,,,,,G9 V,5255.00,12.00,-10.00,0,0.82,0.00,0.00,0,0.94,0.00,-0.01,0,0.220,0.030,-0.030,0,[Fe/H],4.58,0.00,-0.01,0
TOI-199 b,TOI-199,0,2023,Transiting Exoplanet Survey Satellite (TESS),104.87296350,0.00004140,-0.00004140,0,,,,,10.223,0.600,-0.600,0,,,,,,,,,2.75,,,0,358,,,0,,5350.00,184.00,-184.00,0,0.88,0.05,-0.05,0,,,,,,,,,,4.52,0.28,-0.28,0
TOI-2000 b,TOI-2000,1,2023,Transiting Exoplanet Survey Satellite (TESS),3.09833000,0.00002100,-0.00001900,0,0.042710,0.000760,-0.000670,0,2.700,0.150,-0.150,0,11.00000,2.40000,-2.40000,0,0.000000,,,0,628.00,48.00,-43.00,0,1488,122,-160,0,,5611.00,85.00,-82.00,0,1.13,0.04,-0.04,0,1.08,0.06,-0.05,0,0.439,0.041,-0.043,0,[Fe/H],4.36,0.03,-0.03,0
TOI-2000 b,TOI-2000,0,2023,Transiting Exoplanet Survey Satellite (TESS),3.09836700,0.00001530,-0.00001530,0,,,,,2.471,0.188,-0.188,0,,,,,,,,,328.07,,,0,1185,,,0,,5400.00,283.30,-283.30,0,1.18,0.06,-0.06,0,,,,,,,,,,4.43,0.31,-0.31,0
TOI-2000 c,TOI-2000,0,2023,Transiting Exoplanet Survey Satellite (TESS),9.12704250,0.00000840,-0.00000840,0,,,,,8.362,0.469,-0.469,0,,,,,,,,,167.22,,,0,1001,,,0,,5400.00,283.30,-283.30,0,1.18,0.06,-0.06,0,,,,,,,,,,4.43,0.31,-0.31,0
TOI-2000 c,TOI-2000,1,2023,Transiting Exoplanet Survey Satellite (TESS),9.12705500,0.00000730,-0.00000720,0,0.087800,0.001600,-0.001400,0,8.140,0.310,-0.300,0,81.70000,4.70000,-4.60000,0,0.063000,0.023000,-0.022000,0,149.00,12.00,-10.00,0,1038,84,-111,0,,5611.00,85.00,-82.00,0,1.13,0.04,-0.04,0,1.08,0.06,-0.05,0,0.439,0.041,-0.043,0,[Fe/H],4.36,0.03,-0.03,0
TOI-2010 b,TOI-2010,0,2023,Transiting Exoplanet Survey Satellite (TESS),1134.67239633,0.00005085,-0.00005085,0,,,,,11.758,0.584,-0.584,0,,,,,,,,,8.63,,,0,437,,,0,,5842.00,129.23,-129.23,0,1.07,0.05,-0.05,0,,,,,,,,,,4.40,0.08,-0.08,0
TOI-2010 b,TOI-2010,1,2023,Transiting Exoplanet Survey Satellite (TESS),141.83402500,0.00006500,-0.00006600,0,0.551600,0.007800,-0.009300,0,11.814,0.303,-0.303,0,408.72733,17.48056,-18.11622,0,0.212000,0.022000,-0.021000,0,4.09,0.22,-0.21,0,400,6,-6,0,F0,5929.00,74.00,-74.00,0,1.08,0.03,-0.03,0,1.11,0.05,-0.06,0,0.168,0.055,-0.055,0,[Fe/H],4.42,0.02,-0.03,0
TOI-2018 b,TOI-2018,0,2023,Transiting Exoplanet Survey Satellite (TESS),7.43556680,0.00003480,-0.00003480,0,,,,,2.451,0.399,-0.399,0,,,,,,,,,75.67,,,0,821,,,0,,4218.90,162.80,-162.80,0,0.62,0.08,-0.08,0,,,,,,,,,,4.67,0.13,-0.13,0
TOI-2018 b,TOI-2018,1,2023,Transiting Exoplanet Survey Satellite (TESS),7.43558300,0.00002200,-0.00002200,0,,,,,2.268,0.069,-0.069,0,9.20000,2.10000,-2.10000,0,0.000000,,,0,,,,,,,,,K V,4174.00,34.00,-42.00,0,0.62,0.01,-0.01,0,0.57,0.02,-0.02,0,-0.580,0.180,-0.180,0,[Fe/H],4.62,0.02,-0.03,0
TOI-2084 b,TOI-2084,0,2023,Transiting Exoplanet Survey Satellite (TESS),6.07840310,0.00006580,-0.00006580,0,,,,,2.074,0.165,-0.165,0,,,,,,,,,15.74,,,0,554,,,0,,3630.00,157.00,-157.00,0,0.47,0.01,-0.01,0,,,,,,,,,,4.77,0.01,-0.01,0
TOI-2084 b,TOI-2084,1,2023,Transiting Exoplanet Survey Satellite (TESS),6.07842470,0.00000960,-0.00000960,0,0.050060,0.001030,-0.001030,0,2.470,0.130,-0.130,0,,,,,,,,,12.80,0.80,-0.80,0,527,8,-8,0,M2+/-0.5,3551.00,49.00,-52.00,0,0.47,0.01,-0.01,0,0.45,0.03,-0.03,0,-0.130,0.200,-0.200,0,[Fe/H],4.75,0.05,-0.05,0
TOI-2095 b,TOI-2095,0,2023,Transiting Exoplanet Survey Satellite (TESS),17.66487200,0.00004500,-0.00005100,0,0.101000,0.008800,-0.008400,0,1.300,0.100,-0.100,0,,,,,0.120000,0.190000,-0.080000,0,3.23,0.64,-0.54,0,,,,,M0.5-1.0 V,3662.00,130.00,-130.00,0,0.45,0.03,-0.03,0,0.47,0.01,-0.01,0,-0.450,0.380,-0.380,0,[Fe/H],,,,
TOI-2095 b,TOI-2095,1,2023,Transiting Exoplanet Survey Satellite (TESS),17.66484000,0.00007000,-0.00007000,0,0.101000,0.005000,-0.005000,0,1.250,0.070,-0.070,0,4.10000,,,1,0.000000,,,0,3.43,0.31,-0.31,0,347,9,-9,0,M2.5 V,3759.00,87.00,-87.00,0,0.44,0.02,-0.02,0,0.44,0.02,-0.02,0,-0.240,0.040,-0.040,0,[Fe/H],5.11,0.12,-0.12,0
TOI-2095 b,TOI-2095,0,2023,Transiting Exoplanet Survey Satellite (TESS),17.66487870,0.00014050,-0.00014050,0,,,,,1.251,0.077,-0.077,0,,,,,,,,,3.28,,,0,375,,,0,,3746.00,157.00,-157.00,0,0.46,0.01,-0.01,0,,,,,,,,,,4.77,0.01,-0.01,0
TOI-2095 c,TOI-2095,0,2023,Transiting Exoplanet Survey Satellite (TESS),28.17220000,0.00011000,-0.00014000,0,0.138000,0.012000,-0.011000,0,1.390,0.110,-0.100,0,,,,,0.130000,0.180000,-0.090000,0,1.73,0.34,-0.28,0,,,,,M0.5-1.0 V,3662.00,130.00,-130.00,0,0.45,0.03,-0.03,0,0.47,0.01,-0.01,0,-0.450,0.380,-0.380,0,[Fe/H],,,,
TOI-2095 c,TOI-2095,1,2023,Transiting Exoplanet Survey Satellite (TESS),28.17232000,0.00014000,-0.00014000,0,0.137000,0.006000,-0.006000,0,1.330,0.080,-0.080,0,7.40000,,,1,0.000000,,,0,1.84,0.17,-0.17,0,297,8,-8,0,M2.5 V,3759.00,87.00,-87.00,0,0.44,0.02,-0.02,0,0.44,0.02,-0.02,0,-0.240,0.040,-0.040,0,[Fe/H],5.11,0.12,-0.12,0
TOI-2095 c,TOI-2095,0,2023,Transiting Exoplanet Survey Satellite (TESS),28.17229080,0.00029360,-0.00029360,0,,,,,1.317,0.088,-0.088,0,,,,,,,,,2.45,,,0,348,,,0,,3746.00,157.00,-157.00,0,0.46,0.01,-0.01,0,,,,,,,,,,4.77,0.01,-0.01,0
TOI-2096 b,TOI-2096,1,2023,Transiting Exoplanet Survey Satellite (TESS),3.11906330,0.00001000,-0.00000930,0,0.025000,0.001000,-0.001000,0,1.243,0.077,-0.072,0,,,,,0.150000,0.270000,-0.120000,0,9.40,0.20,-0.20,0,445,13,-13,0,M4,3300.00,50.00,-50.00,0,0.23,0.01,-0.01,0,0.23,0.01,-0.01,0,-0.030,0.200,-0.200,0,[Fe/H],5.05,0.05,-0.05,0
TOI-2096 b,TOI-2096,0,2023,Transiting Exoplanet Survey Satellite (TESS),3.11907156,0.00001287,-0.00001287,0,,,,,1.623,0.208,-0.208,0,,,,,,,,,10.08,,,0,455,,,0,,3285.00,157.00,-157.00,0,0.25,0.01,-0.01,0,,,,,,,,,,4.99,0.01,-0.01,0
TOI-2096 c,TOI-2096,1,2023,Transiting Exoplanet Survey Satellite (TESS),6.38784000,0.00001200,-0.00001200,0,0.040000,0.002000,-0.002000,0,1.914,0.095,-0.095,0,,,,,0.100000,0.170000,-0.060000,0,3.70,0.10,-0.20,0,349,10,-9,0,M4,3300.00,50.00,-50.00,0,0.23,0.01,-0.01,0,0.23,0.01,-0.01,0,-0.030,0.200,-0.200,0,[Fe/H],5.05,0.05,-0.05,0
TOI-2096 c,TOI-2096,0,2023,Transiting Exoplanet Survey Satellite (TESS),6.38782016,0.00001404,-0.00001404,0,,,,,2.041,0.185,-0.185,0,,,,,,,,,3.88,,,0,358,,,0,,3285.00,157.00,-157.00,0,0.25,0.01,-0.01,0,,,,,,,,,,4.99,0.01,-0.01,0
TOI-2134 b,TOI-2134,1,2023,Transiting Exoplanet Survey Satellite (TESS),9.22920050,0.00000630,-0.00000630,0,0.078000,0.000900,-0.000900,0,2.690,0.160,-0.160,0,9.13000,0.78000,-0.76000,0,0.060000,0.030000,-0.040000,0,32.00,2.00,-2.00,0,666,8,-8,0,K5 V,4580.00,50.00,-50.00,0,0.71,0.02,-0.02,0,0.74,0.03,-0.03,0,0.120,0.020,-0.020,0,[Fe/H],4.80,0.30,-0.30,0
TOI-2134 b,TOI-2134,0,2023,Transiting Exoplanet Survey Satellite (TESS),9.22920640,0.00002320,-0.00002320,0,,,,,3.098,0.262,-0.262,0,,,,,,,,,25.73,,,0,627,,,0,,4406.00,123.34,-123.34,0,0.77,0.06,-0.06,0,,,,,,,,,,4.50,0.10,-0.10,0
TOI-2134 c,TOI-2134,0,2023,Transiting Exoplanet Survey Satellite (TESS),,,,,,,,,7.851,0.654,-0.654,0,,,,,,,,,8.24,,,0,471,,,0,,4406.00,123.34,-123.34,0,0.77,0.06,-0.06,0,,,,,,,,,,4.50,0.10,-0.10,0
TOI-2134 c,TOI-2134,1,2023,Transiting Exoplanet Survey Satellite (TESS),95.50000000,0.36000000,-0.25000000,0,0.371000,0.004000,-0.004000,0,7.270,0.420,-0.420,0,41.89000,7.69000,-7.83000,0,0.670000,0.050000,-0.060000,0,1.40,0.10,-0.10,0,306,4,-4,0,K5 V,4580.00,50.00,-50.00,0,0.71,0.02,-0.02,0,0.74,0.03,-0.03,0,0.120,0.020,-0.020,0,[Fe/H],4.80,0.30,-0.30,0
TOI-2141 b,TOI-2141,0,2023,Transiting Exoplanet Survey Satellite (TESS),18.26159372,0.00007058,-0.00007058,0,,,,,3.167,0.301,-0.301,0,,,,,,,,,44.34,,,0,658,,,0,,5674.00,123.91,-123.91,0,0.94,0.05,-0.05,0,,,,,,,,,,4.49,0.08,-0.08,0
TOI-2141 b,TOI-2141,1,2023,Transiting Exoplanet Survey Satellite (TESS),18.26157000,0.00006000,-0.00006000,0,0.133000,0.000900,-0.000900,0,3.050,0.230,-0.230,0,24.00000,4.00000,-4.00000,0,0.210000,,,1,,,,,722,23,-23,0,,5659.00,48.00,-48.00,0,0.98,0.06,-0.06,0,0.94,0.02,-0.02,0,-0.120,0.013,-0.013,0,[Fe/H],4.42,0.04,-0.04,0
TOI-2145 b,TOI-2145,1,2023,Transiting Exoplanet Survey Satellite (TESS),10.26075000,0.00083000,-0.00082000,0,0.110800,0.001200,-0.001600,0,11.982,0.325,-0.314,0,1671.77742,120.77479,-117.59651,0,0.208000,0.034000,-0.047000,0,,,,,1484,16,-14,0,,6177.00,67.00,-67.00,0,2.75,0.07,-0.06,0,1.72,0.06,-0.07,0,0.247,0.074,-0.072,0,[Fe/H],3.79,0.02,-0.03,0
TOI-2145 b,TOI-2145,0,2023,Transiting Exoplanet Survey Satellite (TESS),10.26110530,0.00004650,-0.00004650,0,,,,,12.182,0.559,-0.559,0,,,,,,,,,506.10,,,0,1321,,,0,,6202.00,129.80,-129.80,0,2.78,0.13,-0.13,0,,,,,,,,,,3.63,0.08,-0.08,0
